comparison,qid,query,query_length,oov_ratio,Dense_ndcg@10,AHR_ndcg@10,delta,improved,worsened
Dense→AHR,57,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",15,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,575,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",12,0.0,0.0,0.0,0.0,0,0
Dense→AHR,577,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",24,0.0,0.0,0.0,0.0,0,0
Dense→AHR,578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",10,0.2,0.0,0.4307,0.4307,1,0
Dense→AHR,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",29,0.069,0.0,0.0,0.0,0,0
Dense→AHR,589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",21,0.0,0.0,0.3562,0.3562,1,0
Dense→AHR,593,Incidence of heart failure decreased by 10% in women since 1979.,11,0.0,0.0,0.3155,0.3155,1,0
Dense→AHR,597,Incidence rates of cervical cancer have decreased.,7,0.0,0.0,0.3152,0.3152,1,0
Dense→AHR,598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,21,0.0,0.0,0.0,0.0,0,0
Dense→AHR,613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,11,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,15,0.0,0.0,0.1846,0.1846,1,0
Dense→AHR,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,13,0.0,0.0,0.0,0.0,0,0
Dense→AHR,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,16,0.0,0.0,0.0,0.0,0,0
Dense→AHR,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",10,0.3,0.0,0.0,0.0,0,0
Dense→AHR,637,Input from  mental and physical health care professionals is effective at decreasing homelessness.,13,0.0,0.0,0.0,0.0,0,0
Dense→AHR,641,Insomnia can be effectively treated with cognitive behavioral therapy.,9,0.0,0.0,0.2184,0.2184,1,0
Dense→AHR,644,Insulin increases risk of severe kidney failure.,7,0.0,0.0,0.301,0.301,1,0
Dense→AHR,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,13,0.1538,0.0,0.301,0.301,1,0
Dense→AHR,659,Ivermectin is used to treat lymphatic filariasis.,7,0.2857,0.0,0.0,0.0,0,0
Dense→AHR,660,Ivermectin is used to treat onchocerciasis.,6,0.3333,0.0,0.0,0.0,0,0
Dense→AHR,674,LDL cholesterol has no involvement in the development of cardiovascular disease.,11,0.0,0.0,0.0,0.0,0,0
Dense→AHR,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,12,0.0,0.0,0.3333,0.3333,1,0
Dense→AHR,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,19,0.1579,0.0,0.0,0.0,0,0
Dense→AHR,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,13,0.0769,0.0,0.4307,0.4307,1,0
Dense→AHR,692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,10,0.1,0.0,0.0,0.0,0,0
Dense→AHR,693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,10,0.1,0.0,0.2891,0.2891,1,0
Dense→AHR,70,Activation of PPM1D suppresses p53 function.,6,0.0,0.0,0.4825,0.4825,1,0
Dense→AHR,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,11,0.0909,0.0,0.3155,0.3155,1,0
Dense→AHR,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,12,0.0833,0.0,0.0,0.0,0,0
Dense→AHR,715,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,15,0.0667,0.0,0.0,0.0,0,0
Dense→AHR,716,Low expression of miR7a exerts a biological function in testis.,10,0.1,0.0,0.0,0.0,0,0
Dense→AHR,718,Low nucleosome occupancy correlates with low methylation levels across species.,10,0.0,0.0,0.0,0.0,0,0
Dense→AHR,72,Activator-inhibitor pairs are provided dorsally by Admpchordin.,7,0.2857,0.0,0.3562,0.3562,1,0
Dense→AHR,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,13,0.0769,0.0,0.5,0.5,1,0
Dense→AHR,723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,15,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,14,0.1429,0.0,0.0,0.0,0,0
Dense→AHR,728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,12,0.1667,0.0,0.3066,0.3066,1,0
Dense→AHR,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,11,0.0,0.0,0.3562,0.3562,1,0
Dense→AHR,742,Macrolides have no protective effect against myocardial infarction.,8,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,743,Macrolides protect against myocardial infarction.,5,0.0,0.0,0.3562,0.3562,1,0
Dense→AHR,744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,15,0.0,0.0,0.3333,0.3333,1,0
Dense→AHR,75,"Active H. pylori urease has a polymeric structure that compromises two subunits, UreA and UreB.",15,0.0667,0.0,0.4307,0.4307,1,0
Dense→AHR,756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,14,0.0,0.0,0.0,0.0,0,0
Dense→AHR,759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,19,0.0526,0.0,0.3869,0.3869,1,0
Dense→AHR,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,11,0.4545,0.0,0.0,0.0,0,0
Dense→AHR,770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,26,0.0385,0.0,0.4307,0.4307,1,0
Dense→AHR,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,16,0.125,0.0,0.0,0.0,0,0
Dense→AHR,781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,14,0.0,0.0,0.0,0.0,0,0
Dense→AHR,783,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,13,0.0769,0.0,0.0,0.0,0,0
Dense→AHR,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,16,0.0625,0.0,0.5,0.5,1,0
Dense→AHR,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,15,0.2,0.0,0.3155,0.3155,1,0
Dense→AHR,793,Mitochondria are uninvolved in apoptosis.,5,0.0,0.0,0.3155,0.3155,1,0
Dense→AHR,800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,19,0.0,0.0,0.0,0.0,0,0
Dense→AHR,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,7,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,808,Most termination events in Okazaki fragments are sequence specific.,9,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,15,0.0667,0.0,0.3333,0.3333,1,0
Dense→AHR,814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",24,0.0833,0.0,0.5,0.5,1,0
Dense→AHR,820,N-terminal cleavage increases success identifying transcription start sites.,8,0.0,0.0,0.0,0.0,0,0
Dense→AHR,821,N-terminal cleavage reduces success identifying transcription start sites.,8,0.0,0.0,0.0,0.0,0,0
Dense→AHR,823,N348I mutations cause resistance to zidovudine (AZT).,7,0.1429,0.0,0.3562,0.3562,1,0
Dense→AHR,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,16,0.1875,0.0,0.0,0.0,0,0
Dense→AHR,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,12,0.1667,0.0,0.0,0.0,0,0
Dense→AHR,832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,6,0.1667,0.0,0.3869,0.3869,1,0
Dense→AHR,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,10,0.1,0.0,0.0,0.0,0,0
Dense→AHR,837,NR5A2 is important in development of endometrial tissues.,8,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,14,0.0714,0.0,0.2891,0.2891,1,0
Dense→AHR,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,9,0.0,0.0,0.3562,0.3562,1,0
Dense→AHR,847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,18,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,14,0.0,0.0,0.3155,0.3155,1,0
Dense→AHR,859,Normal expression of RUNX1 has tumor-promoting effects.,7,0.0,0.0,0.0,0.0,0,0
Dense→AHR,870,Obesity decreases life quality.,4,0.0,0.0,0.0,0.0,0,0
Dense→AHR,873,Obesity is determined solely by environmental factors.,7,0.0,0.0,0.0,0.0,0,0
Dense→AHR,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,10,0.1,0.0,0.4307,0.4307,1,0
Dense→AHR,880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,8,0.25,0.0,0.5,0.5,1,0
Dense→AHR,882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,10,0.2,0.0,0.4307,0.4307,1,0
Dense→AHR,887,Only a minority of cells survive development after differentiation into stress-resistant spores.,12,0.0833,0.0,0.0,0.0,0,0
Dense→AHR,903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,9,0.0,0.0,0.3869,0.3869,1,0
Dense→AHR,904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,21,0.0476,0.0,0.3562,0.3562,1,0
Dense→AHR,907,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,17,0.0,0.0,0.3333,0.3333,1,0
Dense→AHR,911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,14,0.1429,0.0,0.3869,0.3869,1,0
Dense→AHR,913,PPAR-RXRs are inhibited by PPAR ligands.,6,0.1667,0.0,0.0,0.0,0,0
Dense→AHR,914,PPAR-RXRs can be activated by PPAR ligands.,7,0.1429,0.0,0.0,0.0,0,0
Dense→AHR,921,Participating in six months of physical activity improves cognitive functioning.,10,0.0,0.0,0.2891,0.2891,1,0
Dense→AHR,922,Patients in stable partnerships have a faster progression from HIV to AIDS.,12,0.0,0.0,0.5,0.5,1,0
Dense→AHR,936,Peroxynitrite is required for nitration of TCR/CD8.,7,0.1429,0.0,0.6309,0.6309,1,0
Dense→AHR,94,Albendazole is used to treat lymphatic filariasis.,7,0.2857,0.0,0.0,0.0,0,0
Dense→AHR,956,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,13,0.0,0.0,0.3333,0.3333,1,0
Dense→AHR,957,Podocytes are motile and migrate in the presence of injury.,10,0.0,0.0,0.301,0.301,1,0
Dense→AHR,960,Polymeal nutrition reduces cardiovascular mortality.,5,0.0,0.0,0.0,0.0,0,0
Dense→AHR,967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,9,0.2222,0.0,0.1934,0.1934,1,0
Dense→AHR,971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,21,0.0,0.0,0.1175,0.1175,1,0
Dense→AHR,975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,9,0.0,0.0,0.0,0.0,0,0
Dense→AHR,982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,18,0.0,0.0,0.301,0.301,1,0
Dense→AHR,985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,13,0.0769,0.0,0.3562,0.3562,1,0
Dense→AHR,99,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,11,0.0,0.0,0.3562,0.3562,1,0
Dense→AHR,993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,10,0.0,0.0,0.3155,0.3155,1,0
Hybrid→AHR,1,0-dimensional biomaterials show inductive properties.,5,0.2,,0.0,0.0,0,0
Hybrid→AHR,100,All hematopoietic stem cells segregate their chromosomes randomly.,8,0.0,,0.3155,0.0,0,0
Hybrid→AHR,1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,9,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1014,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,9,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1019,Rapid phosphotransfer rates govern fidelity in two component systems,9,0.0,,0.301,0.0,0,0
Hybrid→AHR,1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,22,0.0455,,0.3562,0.0,0,0
Hybrid→AHR,1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,22,0.0455,,0.3562,0.0,0,0
Hybrid→AHR,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,11,0.0,,0.3562,0.0,0,0
Hybrid→AHR,1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,21,0.0,,0.3152,0.0,0,0
Hybrid→AHR,1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,15,0.0,,0.0,0.0,0,0
Hybrid→AHR,1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,6,0.0,,0.3562,0.0,0,0
Hybrid→AHR,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,19,0.0,,0.3562,0.0,0,0
Hybrid→AHR,1088,Silencing of Bcl2 is important for the maintenance and progression of tumors.,12,0.0,,0.0,0.0,0,0
Hybrid→AHR,1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,13,0.1538,,0.3562,0.0,0,0
Hybrid→AHR,1099,Statins decrease blood cholesterol.,4,0.0,,0.0,0.0,0,0
Hybrid→AHR,1100,Statins increase blood cholesterol.,4,0.0,,0.0,0.0,0,0
Hybrid→AHR,1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,24,0.0417,,0.3155,0.0,0,0
Hybrid→AHR,1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,10,0.0,,0.3869,0.0,0,0
Hybrid→AHR,1110,Suboptimal nutrition is not predictive of chronic disease,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,13,0.0,,0.2891,0.0,0,0
Hybrid→AHR,113,Angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency.,13,0.0,,0.3869,0.0,0,0
Hybrid→AHR,1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,17,0.1176,,0.3333,0.0,0,0
Hybrid→AHR,1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,1137,TNFAIP3 is a tumor suppressor in glioblastoma.,7,0.1429,,0.0,0.0,0,0
Hybrid→AHR,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,10,0.2,,0.0,0.0,0,0
Hybrid→AHR,1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,17,0.0,,0.3333,0.0,0,0
Hybrid→AHR,1146,Teaching hospitals do not provide better care than non-teaching hospitals.,10,0.0,,0.3562,0.0,0,0
Hybrid→AHR,115,Anthrax spores can be disposed of easily after they are dispersed.,11,0.2727,,0.3869,0.0,0,0
Hybrid→AHR,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,12,0.0833,,0.6309,0.0,0,0
Hybrid→AHR,1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,10,0.1,,0.3869,0.0,0,0
Hybrid→AHR,1175,The PPR MDA5 has two N-terminal CARD domains.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,1179,The PRR MDA5 has a central DExD/H RNA helices domain.,10,0.0,,0.0,0.0,0,0
Hybrid→AHR,118,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,12,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1180,The PRR MDA5 is a sensor of RNA virus infection.,10,0.0,,0.0,0.0,0,0
Hybrid→AHR,1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,28,0.0,,0.5,0.0,0,0
Hybrid→AHR,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,23,0.087,,0.3869,0.0,0,0
Hybrid→AHR,1191,The amount of publicly available DNA data doubles every 10 years.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,1194,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,21,0.1429,,0.0,0.0,0,0
Hybrid→AHR,1196,The availability of safe places to study is effective at decreasing homelessness.,12,0.0,,0.0,0.0,0,0
Hybrid→AHR,1197,The availability of safe places to study is not effective at decreasing homelessness.,13,0.0,,0.0,0.0,0,0
Hybrid→AHR,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,18,0.0,,0.0,0.0,0,0
Hybrid→AHR,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,21,0.1905,,0.0,0.0,0,0
Hybrid→AHR,1202,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,1204,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,14,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1207,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,20,0.05,,0.5,0.0,0,0
Hybrid→AHR,1213,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,13,0.0,,0.0,0.0,0,0
Hybrid→AHR,1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,11,0.0,,0.5,0.0,0,0
Hybrid→AHR,1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,16,0.0625,,0.0,0.0,0,0
Hybrid→AHR,1225,The locus rs647161 is associated with colorectal carcinoma.,8,0.0,,0.3562,0.0,0,0
Hybrid→AHR,1226,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",16,0.0,,0.0,0.0,0,0
Hybrid→AHR,1232,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,15,0.0,,0.3562,0.0,0,0
Hybrid→AHR,124,Antiretroviral therapy reduces rates of tuberculosis across a broad range of CD4 strata.,13,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,10,0.0,,0.0,0.0,0,0
Hybrid→AHR,1245,The one-child policy has been successful in lowering population growth.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,21,0.0476,,0.0,0.0,0,0
Hybrid→AHR,1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,12,0.0,,0.3155,0.0,0,0
Hybrid→AHR,1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",23,0.0,,0.3869,0.0,0,0
Hybrid→AHR,127,Arginine 90 in p150n is important for interaction with EB1.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,14,0.0714,,0.3155,0.0,0,0
Hybrid→AHR,1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,21,0.0476,,0.3869,0.0,0,0
Hybrid→AHR,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,12,0.1667,,0.0,0.0,0,0
Hybrid→AHR,1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,11,0.0,,0.3869,0.0,0,0
Hybrid→AHR,1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,25,0.0,,0.3084,0.0,0,0
Hybrid→AHR,1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,15,0.0667,,0.0,0.0,0,0
Hybrid→AHR,1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,12,0.0833,,0.0,0.0,0,0
Hybrid→AHR,128,Arterioles have a larger lumen diameter than venules.,8,0.125,,0.0,0.0,0,0
Hybrid→AHR,1280,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",14,0.1429,,0.0,0.0,0,0
Hybrid→AHR,1281,The ureABIEFGH gene cluster is induced by nickel (II) ion.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,1282,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,15,0.0667,,0.0,0.0,0,0
Hybrid→AHR,129,Articles published in open access format are less likely to be cited than traditional journals.,15,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1290,There is an inverse relationship between hip fractures and statin use.,11,0.0,,0.6309,0.0,0,0
Hybrid→AHR,1292,There is no association between HNF4A mutations and diabetes risks.,10,0.0,,0.6309,0.0,0,0
Hybrid→AHR,1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,23,0.0,,0.4307,0.0,0,0
Hybrid→AHR,13,5% of perinatal mortality is due to low birth weight.,10,0.0,,0.0,0.0,0,0
Hybrid→AHR,130,Articles published in open access format are more likely to be cited than traditional journals.,15,0.0,,0.5,0.0,0,0
Hybrid→AHR,1303,Tirasemtiv has no effect on fast-twitch muscle.,7,0.2857,,0.0,0.0,0,0
Hybrid→AHR,1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,1319,Transplanted human glial cells can differentiate within the host animal.,10,0.0,,0.4307,0.0,0,0
Hybrid→AHR,132,Aspirin inhibits the production of PGE2.,6,0.0,,0.0,0.0,0,0
Hybrid→AHR,1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,16,0.0625,,0.5,0.0,0,0
Hybrid→AHR,133,"Assembly of invadopodia is triggered by focal generation of phosphatidylinositol-3,4-biphosphate and the activation of the nonreceptor tyrosine kinase Src.",19,0.0526,,0.098,0.0,0,0
Hybrid→AHR,1332,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,16,0.0,,0.0,0.0,0,0
Hybrid→AHR,1335,UCB T cells maintain high TCR diversity after transplantation.,9,0.0,,0.3333,0.0,0,0
Hybrid→AHR,1336,UCB T cells reduce TCR diversity after transplantation.,8,0.0,,0.3869,0.0,0,0
Hybrid→AHR,1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,11,0.1818,,0.6309,0.0,0,0
Hybrid→AHR,1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,13,0.0769,,0.5,0.0,0,0
Hybrid→AHR,1344,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,27,0.037,,0.4307,0.0,0,0
Hybrid→AHR,1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,11,0.0,,0.4307,0.0,0,0
Hybrid→AHR,1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,20,0.05,,0.4307,0.0,0,0
Hybrid→AHR,1362,Venules have a larger lumen diameter than arterioles.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,1363,Venules have a thinner or absent smooth layer compared to arterioles.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,1368,Vitamin D deficiency effects the term of delivery.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,137,Asymptomatic visual impairment screening in elderly populations does not lead to improved vision.,13,0.0,,0.3333,0.0,0,0
Hybrid→AHR,1370,Vitamin D deficiency is unrelated to birth weight.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,16,0.0,,0.2566,0.0,0,0
Hybrid→AHR,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,8,0.125,,0.0,0.0,0,0
Hybrid→AHR,1385,cSMAC formation enhances weak ligand signalling.,6,0.0,,0.2891,0.0,0,0
Hybrid→AHR,1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,8,0.125,,0.4307,0.0,0,0
Hybrid→AHR,1395,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,21,0.0952,,0.0,0.0,0,0
Hybrid→AHR,141,Auditory entrainment is strengthened when people see congruent visual and auditory information.,12,0.0,,0.7977,0.0,0,0
Hybrid→AHR,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,20,0.05,,0.5,0.0,0,0
Hybrid→AHR,143,Autologous transplantation of mesenchymal stem cells causes fewer opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,17,0.0588,,0.5,0.0,0,0
Hybrid→AHR,146,Autologous transplantation of mesenchymal stem cells has lower rates of rejection than induction therapy with anti-interleukin-2 receptor antibodies.,18,0.0556,,0.3155,0.0,0,0
Hybrid→AHR,148,Autophagy declines in aged organisms.,5,0.0,,0.5,0.0,0,0
Hybrid→AHR,163,Bariatric surgery has a positive impact on mental health.,9,0.0,,0.4307,0.0,0,0
Hybrid→AHR,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,11,0.0,,0.3562,0.0,0,0
Hybrid→AHR,179,Birth-weight is positively associated with breast cancer.,7,0.1429,,0.0,0.0,0,0
Hybrid→AHR,180,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 leads to increased TDP-43-induced neuronal loss.,19,0.0,,0.3562,0.0,0,0
Hybrid→AHR,183,Bone marrow cells contribute to adult macrophage compartments.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,185,Breast cancer development is determined exclusively by genetic factors.,9,0.0,,0.301,0.0,0,0
